age,weight,height,gender,activity_level,goal,target_calories,protein_ratio,carb_ratio,fat_ratio,exercise_intensity
57,123.23049849791003,201.45628776171523,male,sedentary,loss,2417.628994807294,0.34508105177291687,0.5054065458902972,0.14951240233678592,1.8468870197840657
55,130.75087046680935,191.4608325911595,male,sedentary,loss,2446.766425765158,0.3020627750108684,0.5928202349431984,0.10511699004593315,1.7107002667454119
50,123.63425596301839,176.82539105812995,male,moderate,loss,2874.1811010523365,0.4086754548269878,0.3807823796879892,0.210542165485023,2.8171480059590768
45,111.86542673126006,194.42981729506852,female,sedentary,loss,1576.2088286773912,0.32344009675271423,0.571490702702681,0.10506920054460485,2.540180441169237
18,96.68822374488512,192.77138644765628,female,moderate,loss,2211.731788909192,0.3109524254643804,0.552270908269664,0.1367766662659557,2.9192806198850585
25,85.34378950473882,159.63821893040597,male,light,loss,1933.883466474751,0.40458991317500104,0.39893088827097234,0.19647919855402662,1.6417282616436004
54,114.02702724440358,173.28076226604404,male,sedentary,gain,2796.4296450737597,0.3173216627152779,0.43459295958862043,0.24808537769610173,1.7913401014292727
49,85.10212880662671,197.05941349751913,female,extra,gain,3073.9028810827367,0.33118418587609344,0.42164568553352955,0.247170128590377,3.236357527447331
60,112.01041999996642,204.20394494794678,male,extra,loss,3407.1493200532464,0.3962467995704817,0.2905929730718202,0.3131602273576981,3.8706878232419824
54,136.03934798209858,189.1730024687374,male,extra,gain,4879.6331064282585,0.2799658049576541,0.4647630693005155,0.2552711257418304,4.161969418322065
21,97.69794924053187,198.09231953587565,male,extra,gain,4812.831233551644,0.3561952416591481,0.36278745291153647,0.2810173054293154,3.5914107047381094
47,95.70839577979133,191.09159940243939,female,light,loss,2009.6176261607654,0.4254553487880969,0.34634643675498844,0.22819821445691468,2.349541263044555
23,124.55401344121334,190.3640740664027,female,light,gain,3215.627238907528,0.28433129991846323,0.43877148150025125,0.27689721858128546,1.8972410170904865
63,72.91387871064708,188.56821230103847,female,sedentary,gain,1617.3206055148512,0.3677334536340302,0.348795190692731,0.2834713556732388,1.0170556447136105
36,120.72712210593176,190.80722485204046,male,sedentary,gain,2164.508766758149,0.2904263533248253,0.42895689479148347,0.28061675188369123,1.6989196074289874
49,137.0276391359124,193.8840566739682,female,extra,gain,3945.602855728327,0.2925525122924731,0.4648908386366034,0.2425566490709235,3.882161931238001
26,101.91272635907485,185.98284616750317,female,extra,loss,2735.293388639681,0.3585580572118496,0.4409938440149024,0.20044809877324807,3.2502395298640216
29,99.33640379323175,202.466998250161,male,extra,gain,4427.3089021467,0.2811952899272167,0.5085283991332232,0.21027631093956012,4.086327882847506
28,123.85034946399296,179.99794774915034,male,moderate,gain,3540.4060181175128,0.2816117945633512,0.5093364023792124,0.20905180305743637,3.134878771499775
63,97.43884333860667,207.01144765192666,male,sedentary,loss,2070.8341478762172,0.3462542638661812,0.48728215700752575,0.16646357912629306,2.4336307738372365
33,127.1622808560169,187.84508473251793,male,extra,gain,4576.193617150547,0.23053111646918661,0.5087226594506553,0.260746224080158,3.660376672077977
18,98.660351076267,189.47965569374955,female,extra,loss,3390.6055562307147,0.2528749903546956,0.5529469608020592,0.1941780488432452,4.558131939604158
62,141.5260350300163,183.7233285867093,female,extra,gain,4027.9540439285765,0.29330023643182657,0.49312062611126717,0.2135791374569063,3.9083861750657025
38,124.93458468592344,194.0942221154448,male,light,gain,2861.8060672365023,0.23847587064690465,0.5761241953164773,0.18539993403661806,2.7099499643042018
47,115.57065715284699,186.23340428190826,male,light,loss,2018.8648263317543,0.30951812414024504,0.5680179013706328,0.12246397448912216,2.7566616926606127
30,140.6613241463853,185.2457477028401,male,light,loss,2679.0981086647844,0.27848363434394036,0.5589192134483283,0.1625971522077314,1.5257216386521693
51,130.47315561777552,196.1297112196954,male,moderate,loss,3310.8291425146645,0.33860037433575235,0.5201397038686171,0.14125992179563057,3.7127325756993566
21,120.52925165414966,201.6117770105964,male,moderate,gain,4081.0481646157054,0.25565287635668416,0.47465169877362867,0.2696954248696871,2.2286848630700344
45,87.05170099392278,179.57894424245137,female,sedentary,loss,1177.6893271836216,0.2923287219527234,0.46951793391283814,0.23815334413443842,2.7439706859012536
55,104.4775893839592,198.2557824659357,male,extra,loss,2965.1232730005167,0.35202091253280926,0.363077463246519,0.2849016242206718,4.377221828760759
48,131.2811438330576,202.4789167042134,female,sedentary,gain,2649.328046942626,0.3455934323898133,0.359787641276618,0.2946189263335687,1.5772772177888574
44,95.49810935188599,172.3500703385341,male,sedentary,loss,1277.1041169449877,0.30849950104043994,0.5030706630497599,0.18842983590980023,1.4036549463563148
22,103.51415090045943,181.53926030181194,female,light,gain,2705.4081569823106,0.385732732617735,0.3433236564997695,0.27094361088249547,1.415210417846494
42,99.66853318740084,202.23831554667902,male,extra,gain,3613.6175322397235,0.34595582215925214,0.41243850952580696,0.2416056683149409,4.219027630980379
20,121.03535239481863,193.73155600565065,male,light,loss,2792.376727314859,0.3467569449951207,0.3339408614055419,0.31930219359933737,1.780038935760506
50,129.4541771629432,207.09290670684447,female,light,loss,2169.6148610917617,0.3581147119433099,0.4430553039459719,0.19882998411071823,2.1767567591669463
21,129.46898377886856,188.22690445128367,female,extra,gain,4193.104701451568,0.2791311992885961,0.4061867238446588,0.31468207686674515,4.477365810863291
42,102.20770905891604,184.73968539211148,female,sedentary,loss,1627.7525284388353,0.3677421570791519,0.4102524476011489,0.22200539531969918,1.96880869529179
37,120.82987783553021,203.61362818704615,female,sedentary,gain,2398.979562877517,0.18297796670954158,0.5325076375058049,0.28451439578465354,1.8032426832208874
51,101.50176074431455,181.6438624927064,female,light,loss,2147.3349408819136,0.280907521572493,0.49764237765761965,0.22145010076988736,1.4117748297247004
43,111.8417725039295,187.55936348622186,female,extra,loss,3196.492794760119,0.319850905143936,0.5773001806033473,0.10284891425271675,4.35311445353479
22,122.80252148419025,195.59483479302997,female,sedentary,gain,2933.8064324160414,0.32470626025138144,0.3614167710957711,0.3138769686528475,2.3887475813476007
52,130.92063004943776,196.58463718008915,female,moderate,gain,3345.5072459566054,0.40170996549847304,0.31861590050968336,0.27967413399184365,2.5017192512818385
45,82.75904509508266,182.02347419952736,male,sedentary,loss,1548.4855249017041,0.3178641393468351,0.38780582889808435,0.29433003175508055,2.476389503984539
46,116.47952037112748,192.60684236487546,male,extra,gain,4388.989304836164,0.2803155125292819,0.3702866383602107,0.3493978491105074,4.615220706591181
26,136.10939955294913,187.09096541096372,male,extra,loss,3888.839875551464,0.3549771217269462,0.4179282644797001,0.2270946137933537,3.6103214978235987
55,118.4832914451305,173.17273155099872,female,extra,loss,2752.9619266307004,0.4511345042197614,0.351664554003543,0.1972009417766956,3.8385640639295104
23,116.23919909189969,185.3892002564361,female,light,gain,3259.9526591957415,0.24740472476664324,0.5018249948687612,0.2507702803645956,2.657000340219719
36,106.55489272779447,173.65711620005,male,sedentary,gain,2173.23138123418,0.2671113419616439,0.49480923625758066,0.23807942178077546,1.621344901294808
61,135.7112945167942,183.40541056785054,female,moderate,gain,3746.584509619155,0.36203052307040906,0.36528737777836584,0.27268209915122515,2.957543330313023
28,107.24823857183091,177.98401888168368,male,light,loss,2687.08530565411,0.32930555413515955,0.4639548940760978,0.2067395517887427,2.121667365625413
19,113.49775914326008,197.7382490335465,female,sedentary,loss,1943.98029881231,0.34018131579224925,0.5143864748059552,0.14543220940179546,2.5722575789577244
64,107.94680232202407,193.00363942815588,female,extra,gain,2912.491311430927,0.3033769381529122,0.48267307886903066,0.21394998297805712,3.9207856961617176
61,116.62293262772445,205.38621874026202,female,sedentary,gain,2065.53908435627,0.3541002850340998,0.4130663044178051,0.23283341054809506,2.2941109440223224
61,136.38477998572293,180.7823490619907,female,extra,loss,3359.113626368835,0.3397529549981902,0.43970327215664584,0.22054377284516397,3.407296068267195
26,101.40840204135006,191.23275716716225,male,extra,loss,3463.200415209163,0.2790240040366043,0.572322731565835,0.1486532643975606,3.7332239470225987
38,116.688298963778,178.9702659487428,male,sedentary,gain,2517.575460036219,0.3095073089819832,0.5095541450893442,0.18093854592867264,2.315257726854151
41,120.86596750323713,183.68417978142386,male,sedentary,gain,3397.4475002661816,0.35085749984424486,0.3773098520827822,0.27183264807297286,1.7171184257718923
51,102.8150179754598,186.00533310565675,female,moderate,loss,2291.371930089965,0.37809444741077886,0.36587998432939217,0.256025568259829,3.8499025354426832
39,114.1147621583392,209.73647453018,male,sedentary,loss,2078.884227770451,0.27260008274402453,0.5033184269022738,0.22408149035370165,1.9292327083363539
20,142.77010179236618,193.63890152510558,male,sedentary,gain,2930.846870486257,0.27016636363970126,0.5312216398536941,0.19861199650660463,2.0898698638038287
29,88.47266008168073,188.72237212097332,male,light,loss,2570.9388215765603,0.3541699210656086,0.46304344707538847,0.18278663185900293,2.553437170873286
45,108.68198892763897,200.7900967536252,male,extra,loss,3642.2562764359895,0.3785598869543273,0.32367744791163433,0.2977626651340384,3.107894282866167
47,118.75839260395139,196.72995217399497,male,extra,loss,3160.727784783055,0.3357384208040281,0.3962324390593316,0.2680291401366403,3.8930852358109718
43,109.36085546001617,189.43917013574472,male,moderate,gain,3678.2772225380754,0.23320176504430667,0.4763644610710136,0.2904337738846797,3.0512732984656448
38,158.29371205846167,196.75193979306457,female,light,loss,2670.8692475648904,0.4158383343941271,0.34170045247358805,0.24246121313228486,2.063737873404738
45,123.23036104721939,186.94241414602055,female,moderate,gain,3275.0043243964483,0.22294576730895185,0.5478115476335599,0.22924268505748824,2.2918023120867557
43,99.33446255710786,219.85639811035313,female,sedentary,loss,1899.5959112763594,0.3683986304994852,0.4025619937465189,0.22903937575399588,2.0344491659002326
50,79.94860967019537,202.20012823664396,female,moderate,loss,2389.714468508694,0.2796844083723407,0.5192472108340743,0.20106838079358494,3.627288998815243
38,120.1041379412778,185.93407320631235,male,extra,gain,4611.320782738334,0.27199098628258944,0.441612321022256,0.2863966926951546,3.7576935333145713
52,103.66571314288691,197.5924248424112,male,light,gain,2993.3439784830534,0.3332985334126667,0.48979645859655385,0.17690500799077946,2.512918316046225
51,134.3334775941798,195.4889048211567,female,sedentary,loss,2255.0344893429465,0.26053642386156073,0.708830871711932,0.030632704426507257,1.0
58,110.87701655634424,192.83109636742535,male,light,gain,3005.88067182579,0.39214427830569276,0.3153817274024555,0.2924739942918517,2.5723990592473616
64,106.47472538995704,195.1478537021628,male,light,gain,3166.426571979797,0.3207813467648887,0.5385600325871822,0.1406586206479291,2.602531501649014
35,106.22129264282523,181.87564324130705,male,moderate,gain,3153.5400030122223,0.24473671662642424,0.5238295740430481,0.23143370933052773,3.4225884311259382
28,129.79763760743919,185.64942230327085,female,sedentary,loss,2095.429532676548,0.3571957345511687,0.4442580110885104,0.19854625436032092,2.6794833164290304
40,121.23374559750947,206.5869146402589,male,light,gain,2790.5226860682,0.3000986504064626,0.41793082579209684,0.2819705238014406,2.1141937938531075
39,141.33935085686318,192.04018898793876,female,light,loss,2969.181428306104,0.3604231466268943,0.45746329087616233,0.18211356249694338,1.6724831986119684
34,111.77339325695218,182.99749495475078,female,moderate,gain,2678.9627711577486,0.26781897056808623,0.5434519841748207,0.18872904525709314,2.9433335892539625
22,127.9341911807955,188.5981841120603,male,light,gain,2781.547018196221,0.3041777828707936,0.4668076227238399,0.22901459440536648,2.5998967614291937
61,128.1906412661747,184.65821480465706,female,extra,loss,3428.425334597684,0.4090217960260279,0.38799739801956457,0.20298080595440748,4.466286758651982
28,125.10720179595339,198.9772631180912,female,extra,loss,3687.605799581939,0.30730241569477934,0.5174118508630552,0.1752857334421655,4.279963492306992
47,107.35213271430037,184.39161262749562,female,sedentary,gain,2511.929274112362,0.3121666476124535,0.4338204645950503,0.2540128877924962,2.1156938430199363
32,122.10112045068682,190.44134448864875,female,sedentary,loss,1838.624418586085,0.3576629483799432,0.4584794621927182,0.1838575894273386,1.9148527511959936
44,113.54136339903998,183.37481317870646,female,moderate,loss,1976.1336445588067,0.369714166089136,0.4980972280548138,0.1321886058560502,2.339647747301167
52,113.14725593362687,212.07907967986128,male,light,gain,3357.694543917333,0.21713081876539364,0.4940293165678685,0.28883986466673783,1.6123201381416814
50,102.91284562472102,196.29218965556765,male,moderate,gain,3505.210323755112,0.23293984213961644,0.5430359382588396,0.224024219601544,3.379863792137237
37,83.19491888153915,195.8959432923879,female,moderate,loss,2098.9207165164125,0.3033221902893146,0.4741743670780064,0.222503442632679,1.7291182897616246
33,133.72564546297278,196.9782739040236,female,extra,gain,4965.075892570223,0.24386699017897417,0.43104516884217636,0.32508784097884946,4.362361220021598
51,121.4733755392897,186.05379806332766,female,light,loss,2131.1667827621263,0.3715456802468186,0.5194841518552528,0.10897016789792861,1.6060298232699606
19,94.85202670484611,205.21268103873754,female,extra,loss,3091.2807415982243,0.36771929032854117,0.43420093810205584,0.19807977156940296,3.8489024392690747
52,125.76565690821971,189.3231879937206,female,extra,loss,3181.270224142513,0.34039158687344295,0.46104697703531605,0.19856143609124102,4.357153008374912
57,134.02203239485362,207.72805465920266,female,sedentary,gain,2938.112635598776,0.3219505419760485,0.35164297692513746,0.3264064810988141,2.241747112425997
45,126.66501170074243,186.75195571953373,female,moderate,loss,2704.391585478008,0.3866947974738538,0.4215711103902611,0.19173409213588516,3.0019429016049464
64,101.62542731750604,197.1548038409082,male,extra,gain,4386.132992180562,0.3087811867429615,0.4064669773922245,0.28475183586481395,4.624746051715695
56,104.02012161196303,191.66822292867354,female,sedentary,loss,1954.4333036562348,0.26089590150630587,0.6222521462934529,0.11685195220024115,1.4372927872399432
23,106.78185977728828,192.676451782535,male,sedentary,loss,1731.8094137363823,0.5230061742956216,0.22000577442769664,0.25698805127668184,1.7307045724456684
26,127.91627209305717,173.29982386113866,male,light,loss,2608.800225710059,0.3094465997243144,0.5515795946832578,0.1389738055924278,1.0
37,122.18439788752015,180.16800023098958,female,light,gain,2423.07911097235,0.3390953372328002,0.4393243893516272,0.22158027341557257,1.533801272545167
18,156.85437432322277,205.09955195663173,male,extra,gain,6460.462278918111,0.3197433918103396,0.36857987807936543,0.31167673011029495,3.656580549559542
25,90.38672407423175,177.1118095821816,female,sedentary,loss,1743.5014867085977,0.37869679016777175,0.49138037335268214,0.1299228364795461,2.000054895609153
40,114.21102495147002,198.92030468323125,male,sedentary,loss,1712.5553401545847,0.33737815231108254,0.5014804983636567,0.16114134932526075,2.207702812496396
20,86.08367110985202,215.9997920924415,male,sedentary,gain,2638.454008398652,0.3620244505396078,0.4007916079423377,0.23718394151805447,2.087962777522727
21,123.94971857101771,195.53010713150672,female,moderate,loss,3020.2233931502415,0.3323785181824043,0.4052836159654627,0.262337865852133,3.441037385826646
42,131.00341927970885,211.26747862111256,male,sedentary,gain,3225.5509750238034,0.27456032205544906,0.5330273521411028,0.1924123258034482,2.007713222663495
64,136.63159175152214,196.92112719523348,male,moderate,loss,2999.585537853326,0.3074572238374801,0.507341745391678,0.1852010307708419,2.3944549696495416
55,117.82783139297183,192.62857301999355,male,light,loss,2792.094502270485,0.39921166676290354,0.46446545205286527,0.1363228811842312,2.128399372431877
32,86.30035943608405,193.74645166914044,male,extra,gain,3077.3437326484845,0.28411616681592883,0.4764764740623155,0.23940735912175565,3.6132899994409295
38,114.24777143790628,188.22622240170594,female,light,gain,2660.074759184795,0.3115656584327968,0.46222780744344516,0.22620653412375796,2.299823632375155
52,121.55184841036538,187.91891265951344,male,extra,gain,4823.777497217975,0.31715164267143653,0.3650876472299248,0.31776071009863865,3.621690139266765
63,99.92280617973779,184.74839181533136,female,sedentary,loss,1512.8764666981306,0.4052020847446131,0.4054385253839543,0.18935938987143258,2.142365942668498
31,111.02532004716338,194.2319750785851,female,extra,loss,2978.364125855245,0.43375593610642277,0.40412129982778733,0.1621227640657899,4.0951285896793665
53,95.84425548105929,212.00385161906664,female,extra,gain,3469.412987329215,0.2382820527462075,0.4906644910972111,0.27105345615658144,4.869084040908616
29,105.80943205963207,204.24472628765497,female,light,loss,2112.631796214719,0.29725394567236374,0.5321924498035537,0.17055360452408255,1.819392754171575
34,128.6869985410497,192.04875156458706,male,extra,loss,4070.030139583893,0.254120681163982,0.48960101561247016,0.2562783032235479,4.6905156192151285
56,125.20244420186938,196.1420969415709,male,sedentary,loss,2223.741202396113,0.29486569186975287,0.45083309242356717,0.25430121570667996,1.7609607094509365
26,94.07170735845338,189.14606339387012,male,moderate,gain,3353.253914320395,0.2975242818239086,0.5126663855489471,0.1898093326271444,3.973119064008179
52,104.42522278542901,204.2146038272678,male,sedentary,gain,2325.9211260560583,0.3006324497492729,0.4419840441780072,0.25738350607272,2.0287225697655944
30,115.85637977163611,173.67702078656333,female,extra,loss,3250.3476168679877,0.3503713505194532,0.43003306594149704,0.21959558353904976,3.5025273503995216
32,118.39786477821808,209.30593077693862,female,light,loss,2192.3428339478187,0.4056970859950658,0.3705215906269135,0.22378132337802073,1.9207583061647877
35,105.05656365181085,184.5475181081447,male,sedentary,loss,2196.0853152826558,0.3761521735760889,0.3873344883432893,0.23651333808062178,2.74349472528746
50,122.14686179982388,186.1595075827228,female,extra,gain,4003.878847585578,0.281237079555221,0.48977708208315884,0.22898583836162018,2.947905928384598
23,114.47076669227856,177.77277962633252,female,light,gain,2618.3272077497068,0.33769016347031455,0.45325352449763456,0.2090563120320509,1.7937353476913929
44,76.35055349709165,191.54751305768409,female,moderate,gain,2838.861340182151,0.30674608358080613,0.4337737236254353,0.2594801927937585,3.675487796144144
40,106.42494509084949,183.19137409045072,female,light,gain,2945.561814580591,0.1960081090229182,0.473413612972728,0.33057827800435385,1.8427433108415792
44,105.99661404834144,201.634860795061,female,extra,gain,4131.518097049774,0.30999700037694294,0.4810066164214948,0.20899638320156233,4.212336374675892
51,125.17410550584614,196.7513153831781,female,light,loss,2199.561354252217,0.33132637455605807,0.43243665473771187,0.23623697070623012,1.6264239169026835
63,125.44088855767072,183.06347656875073,female,extra,loss,2532.0779402089147,0.3071648387528202,0.4296481871096878,0.26318697413749204,4.478151872726689
55,89.9184584360818,181.23047728941575,female,light,gain,2513.8774506676077,0.31882889002383413,0.3313305241178697,0.34984058585829625,2.6329804581691607
31,121.57707635494852,183.5802704442221,female,light,gain,2784.2185955134464,0.32299867137159904,0.3957336720988417,0.28126765652955926,1.6451621142374993
53,113.89054231898962,180.54349348726663,male,light,gain,3080.4206625976108,0.2606156066441269,0.4926737011670498,0.2467106921888233,1.905324000113577
25,116.89636612187105,187.20451032850553,male,extra,gain,4973.328449393543,0.3495196803591834,0.44637795719270357,0.204102362448113,5.0
52,105.79259471959405,181.59280924025492,female,light,loss,2063.7054436439357,0.27878361113214817,0.5689491861731114,0.1522672026947404,1.351745871448799
36,114.07255115848479,201.68270919450657,male,extra,loss,3551.386505721628,0.437028450497989,0.36558754889411704,0.197384000607894,4.143522324043943
47,132.2549023386751,185.01651716732783,female,sedentary,loss,2391.9705109647684,0.3047275479993094,0.47816450805781163,0.21710794394287902,2.5475288105826985
31,116.68278638637138,195.75701724944835,female,moderate,loss,2474.810795858734,0.3917359583167673,0.3959301329605269,0.2123339087227058,2.319483186693689
37,114.3635994157316,195.8391836589956,male,sedentary,gain,3080.210073785375,0.3167485991887718,0.42840945355955906,0.25484194725166914,2.18282427234988
42,107.81194938705676,171.4688730221286,male,moderate,gain,3733.2522728230397,0.30107473873008755,0.48891186121851915,0.21001340005139332,2.3536345622397397
57,130.78383900615944,197.1344815091473,female,extra,gain,3857.5975602553713,0.25459608601771755,0.5283802715179258,0.21702364246435663,3.9102670905436008
41,95.78818274999185,172.9312009069989,female,sedentary,loss,1622.152613394659,0.30253794835167913,0.5418387715919549,0.15562328005636591,1.9146794716399873
31,102.97045597325624,181.66159329616576,male,moderate,loss,2620.458728142723,0.3893813340944683,0.3994767565897992,0.2111419093157325,3.2239742306018035
43,94.92682927321918,196.67366208865315,female,moderate,loss,2328.669382863148,0.280383660812907,0.598519611151197,0.12109672803589595,1.9174196466689395
55,118.01027762575248,191.24836807707334,male,sedentary,loss,1779.685741877144,0.3337471780502673,0.4529277499630766,0.2133250719866561,1.0
40,132.69621409623167,186.59558221890856,female,sedentary,loss,1885.6241582417842,0.322132131570288,0.5054588448026782,0.1724090236270338,1.7288216779026395
39,110.06806873645827,172.1702214223295,female,extra,gain,3137.741032973411,0.2869533269939081,0.510045027249526,0.20300164575656593,4.621395111125365
36,98.95891697837709,199.6463862053495,male,moderate,loss,2993.3221399318245,0.30614622876007974,0.5315172741271419,0.16233649711277842,3.876878334504094
63,139.54669725557457,194.34099188560018,female,extra,loss,3046.427951163156,0.352171463621586,0.3745456590242884,0.27328287735412554,3.5359344070868244
20,121.769245999726,181.43538193084316,male,extra,loss,3177.7143131868997,0.32211216382904234,0.49224100281965766,0.1856468333513,4.072854521482956
59,119.16286215451419,180.3845965637288,female,light,gain,2788.2611907328082,0.3185997141094901,0.5634255540128306,0.11797473187767937,2.0191085775942255
36,112.14714036740497,200.26882886141783,male,extra,loss,3403.1041303572074,0.4144367105162745,0.34911134186925086,0.23645194761447466,4.4791480531325485
26,125.03521257786223,193.0040425838273,female,moderate,loss,3136.06666156449,0.3564593597291473,0.4677461555295953,0.17579448474125742,2.9156848421350645
45,118.92783346418005,176.39700753479977,male,light,gain,3329.4659081527598,0.2848103122032078,0.4617667656413108,0.2534229221554814,1.9450199777067614
37,107.78097357430929,182.6960217358905,male,extra,gain,3963.031723500142,0.3622130131640686,0.4145490940025027,0.22323789283342862,3.4341737468269007
62,110.2929605978071,209.57291257365623,male,extra,gain,4486.839602543453,0.29212103481120494,0.4871750924480893,0.22070387274070574,3.756029766545858
24,99.7016979848045,200.02237763932828,male,moderate,loss,2704.254971946521,0.3129259258531365,0.4093457265026874,0.27772834764417614,3.5447087463329043
31,97.83152218708754,190.00571275225136,male,light,loss,1978.4270738237021,0.3188136754805331,0.4994615122892825,0.18172481223018438,1.0
26,110.5502170735475,190.22370918439606,male,sedentary,loss,1961.023352765727,0.3732890004808977,0.43767686916566484,0.1890341303534375,2.635286246737266
36,132.31322338437212,168.24619090424068,female,sedentary,loss,2017.8749320143336,0.4200157387947972,0.34695258435239806,0.23303167685280476,1.9275519953995812
64,99.48755181757987,203.06624447019757,male,light,gain,2583.4546371311594,0.2412691825655907,0.4933506448103111,0.26538017262409813,2.4571531570089054
31,127.54555043886116,185.48581256214356,female,light,gain,3157.630471460405,0.32215278100390327,0.39374020733672577,0.284107011659371,1.7973686108534206
55,103.01597719514801,181.9133185301448,female,light,gain,2701.7937810877556,0.32683195618646904,0.4786632482069536,0.19450479560657732,2.082292288265217
53,88.20095390953452,197.49972846670465,male,light,gain,2866.833958228852,0.31858247100684484,0.41778791182745556,0.2636296171656996,2.392028331300255
57,123.19899637883614,183.70046358306035,female,sedentary,loss,2221.347455940532,0.3597100117702161,0.3612005418068238,0.27908944642296013,1.1509120720408486
34,139.43152131362174,171.77034073340377,female,extra,gain,4320.838638911005,0.22118621958999157,0.5541182631962879,0.22469551721372058,4.8442177797781465
47,102.16397379597957,194.0980944540442,male,moderate,loss,2816.437734851758,0.35542985179498565,0.38742897843403934,0.257141169770975,3.126060243333968
26,91.45193636649759,174.8453773443453,male,sedentary,loss,1688.7282766647731,0.26502026711246623,0.5137560019869958,0.22122373090053804,1.5176351480114108
50,121.82372126620034,189.4120516044474,male,moderate,gain,3539.353680922652,0.29435080400213376,0.4745850636409942,0.23106413235687207,3.1602979080620903
42,101.15238706792007,193.17608871746162,male,sedentary,loss,2262.431268146423,0.35833969974101265,0.44598714708628284,0.19567315317270448,1.8875201459186446
31,123.04969867706393,187.22159835377323,female,light,loss,2371.3413567713324,0.4030284507524179,0.5650478065494611,0.031923742698121094,1.8699234640146134
28,132.27219391305763,187.26632805224068,male,sedentary,loss,1786.6551939066426,0.32613453927753533,0.47111878919778816,0.20274667152467649,2.505463308317159
52,119.95926243404404,205.50923655807156,male,sedentary,gain,3096.7250086464587,0.3673124464526983,0.40024685496412926,0.23244069858317246,1.5408470508807492
58,127.14652462518207,205.65298633569742,male,light,loss,2469.557547461692,0.3821989569529546,0.34801100007625774,0.2697900429707876,2.214503680301189
31,127.2491823045205,180.82459550263525,female,extra,loss,3295.1484443227064,0.28109189654333994,0.5306898814296954,0.18821822202696467,4.33964450262628
47,129.84920068267945,184.05243416271918,female,light,loss,2029.5567540852096,0.44986842030525953,0.3602353499942752,0.1898962297004652,2.502220869393346
58,115.67816151336221,184.60132569707815,male,extra,gain,3614.7066497222677,0.27691586053947664,0.40665425540022393,0.3164298840602995,3.409344571098617
21,126.68614641090481,189.6856097420208,male,sedentary,loss,2450.756912943201,0.3065486834324632,0.5391091390644116,0.15434217750312515,1.9614899782249957
21,117.46602619234467,189.18017362280943,male,sedentary,loss,2062.4157968454556,0.36532182832424603,0.44651237163703694,0.188165800038717,1.6325745487081063
45,120.86980257902839,207.17082656143168,female,moderate,loss,2730.0538921315965,0.4260164074624554,0.4207031712379581,0.15328042129958647,2.4650105529600044
25,160.77566979877938,188.14467939215302,female,moderate,gain,3668.0445790945364,0.25166880096973965,0.544174831571951,0.2041563674583094,2.3350322710187723
19,118.62400785378499,179.69734534986523,female,sedentary,gain,2898.5926361329944,0.3087219356252808,0.4437375188837904,0.24754054549092883,3.2004978376591664
58,92.5336010079495,184.11984312930912,female,moderate,gain,2879.8933521154,0.4777024874874236,0.20762914055246284,0.31466837196011355,2.392894048024628
63,112.03871233723538,193.73380234922308,male,extra,loss,2894.7947922752796,0.3242365690769161,0.4934262167955267,0.18233721412755718,4.638513223312301
39,110.3421136653659,187.42875390206763,female,light,loss,2050.4383155717765,0.3444560525693911,0.5139270460998173,0.14161690133079155,2.3306121193820157
58,111.02809597368079,193.13604731182446,male,sedentary,loss,2151.7419049810787,0.3887249140013377,0.40476330089810986,0.20651178510055246,2.5125699321558166
33,129.30163639379447,187.55825032754137,male,sedentary,loss,2387.356614644101,0.3894852947736572,0.4495944708604952,0.16092023436584763,1.854017215317395
46,131.95887096496045,197.24797845408102,male,moderate,loss,3300.166073416044,0.3267980499169665,0.37126172151846104,0.3019402285645725,3.2119418735342617
47,113.41547135953904,189.11734585798922,male,sedentary,gain,2858.8658058493133,0.3526980520104566,0.3838022131410438,0.2634997348484996,2.2356641074315835
29,94.12188477221618,177.83596744393694,female,sedentary,gain,2163.577461480045,0.28314656195084875,0.4670154443754584,0.24983799367369283,1.4521673905141488
52,116.48643362774662,186.5314581094061,male,extra,loss,3998.636486549387,0.29303075948348856,0.5606791489828453,0.14629009153366612,4.0046984564336565
28,106.84916886856499,212.1140586435105,female,extra,gain,4366.286473073336,0.26362136618114446,0.5120412960287934,0.22433733779006212,3.864400566397287
63,118.15607070956979,202.36224747790712,female,light,gain,2918.7924149423957,0.3321222758457649,0.4553347263159321,0.21254299783830297,1.7886198500733248
38,113.18557161715133,178.38332058457615,female,sedentary,loss,1842.6435295341523,0.40900496209068177,0.3453369732141408,0.24565806469517745,2.1914227123705285
38,133.2453642760163,207.78392589660965,male,moderate,loss,2614.2146559302914,0.3062748920137278,0.532927739408122,0.1607973685781502,3.5071034728940074
22,119.12212069695846,191.3710261711919,male,light,gain,2983.825627361885,0.22319919173985892,0.5073525662744175,0.2694482419857236,2.248303599498822
37,106.89712533667758,185.11616357549198,male,moderate,gain,3116.6992480508507,0.2779068398975243,0.39214586185943967,0.32994729824303604,2.311860667935997
54,94.2170162892423,187.18418192423067,male,sedentary,loss,1538.0578974314346,0.3805784542694272,0.41365978873402975,0.205761756996543,1.9664291734169599
20,114.27978754152414,190.5682236896371,male,moderate,loss,2510.5659091388584,0.3021478189293278,0.5134270609590015,0.18442512011167067,3.948906368318685
61,114.3334396908067,200.8406424700711,female,moderate,loss,2362.970474594989,0.27586865398738547,0.5463384573454266,0.17779288866718795,2.6415565346706247
